               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.093403,            0.030324,             0.05645,             0.37632,             0.38792,             0.31456,             0.14659,            0.077055,            0.015755,            0.017907,            0.070476,           0.0032804,           0.0032804
                   1,            0.070235,            0.022619,            0.013367,             0.57436,             0.53919,             0.53328,             0.25952,            0.065465,            0.012415,           0.0093765,            0.040454,           0.0065919,           0.0065919
                   2,            0.069369,            0.018924,           0.0096534,             0.41245,             0.53976,             0.40362,              0.1946,             0.06524,            0.011337,           0.0077421,            0.010411,           0.0098814,           0.0098814
                   3,            0.062247,            0.018623,           0.0084266,               0.413,             0.59031,             0.45537,             0.22774,            0.054838,            0.012132,           0.0060575,            0.009901,            0.009901,            0.009901
                   4,            0.055061,            0.017254,           0.0072095,             0.46986,             0.58217,             0.48207,             0.23328,            0.053857,            0.011681,           0.0058355,            0.009901,            0.009901,            0.009901
                   5,            0.050821,            0.016708,           0.0067472,             0.60799,             0.61776,             0.61844,             0.29247,            0.046948,            0.011306,           0.0055845,            0.009868,            0.009868,            0.009868
                   6,            0.047312,            0.015555,           0.0060917,             0.63729,             0.64933,             0.64019,              0.3577,            0.044377,            0.011537,           0.0053088,            0.009835,            0.009835,            0.009835
                   7,            0.045721,            0.015825,           0.0058171,             0.74227,             0.66963,             0.72839,             0.43197,            0.043044,            0.010965,           0.0052726,            0.009802,            0.009802,            0.009802
                   8,            0.044708,            0.015487,           0.0055261,             0.79594,             0.69638,             0.76754,             0.42657,            0.042495,            0.011115,           0.0050988,            0.009769,            0.009769,            0.009769
                   9,            0.043001,            0.015222,           0.0052211,              0.7309,             0.67531,             0.74086,             0.43535,            0.040877,            0.011273,           0.0045596,            0.009736,            0.009736,            0.009736
                  10,            0.042715,            0.014443,           0.0051769,             0.79725,             0.66395,             0.74864,             0.45976,            0.039811,            0.011667,            0.004867,            0.009703,            0.009703,            0.009703
                  11,            0.041229,            0.015236,           0.0048691,             0.73365,             0.64994,             0.72947,             0.42811,            0.041533,            0.011257,           0.0043806,             0.00967,             0.00967,             0.00967
                  12,            0.039867,            0.014615,            0.004713,             0.80949,             0.71677,             0.78404,             0.47792,            0.037597,            0.011187,           0.0040691,            0.009637,            0.009637,            0.009637
                  13,            0.039692,            0.014925,           0.0044768,             0.79605,             0.73855,             0.78718,             0.46916,            0.040777,            0.011086,           0.0039214,            0.009604,            0.009604,            0.009604
                  14,            0.038685,             0.01513,           0.0044955,             0.80574,             0.70655,             0.77993,             0.47026,            0.039338,            0.011222,           0.0039018,            0.009571,            0.009571,            0.009571
                  15,            0.039201,            0.014469,           0.0044045,             0.71377,             0.72139,             0.74704,             0.44183,            0.038966,            0.011356,           0.0037309,            0.009538,            0.009538,            0.009538
                  16,            0.037764,            0.014174,           0.0041588,              0.7757,             0.73788,             0.78473,             0.48442,            0.036681,            0.010858,           0.0035203,            0.009505,            0.009505,            0.009505
                  17,            0.036774,            0.014156,            0.004088,             0.80659,             0.72086,             0.78369,             0.48895,            0.037878,             0.01122,           0.0036322,            0.009472,            0.009472,            0.009472
                  18,             0.03689,            0.013866,           0.0040137,             0.72838,             0.70569,             0.75584,              0.4589,            0.037224,            0.011135,           0.0035042,            0.009439,            0.009439,            0.009439
                  19,              0.0374,            0.014257,           0.0039408,             0.83566,             0.71715,             0.80064,             0.52903,            0.037832,            0.011019,           0.0035286,            0.009406,            0.009406,            0.009406
                  20,             0.03604,            0.013598,           0.0038481,             0.78405,             0.71829,             0.78434,              0.4928,            0.035812,            0.011081,           0.0033952,            0.009373,            0.009373,            0.009373
                  21,            0.035136,            0.013949,           0.0037332,             0.83094,              0.7429,             0.80875,             0.51436,            0.036394,            0.011028,           0.0033032,             0.00934,             0.00934,             0.00934
                  22,            0.035617,            0.013176,           0.0037068,             0.79038,             0.71564,             0.77976,             0.47715,            0.038239,            0.011085,           0.0032287,            0.009307,            0.009307,            0.009307
                  23,             0.03527,            0.013485,           0.0035981,             0.85397,             0.73022,             0.80245,             0.52365,            0.035223,             0.01143,           0.0032213,            0.009274,            0.009274,            0.009274
                  24,            0.034431,            0.013864,           0.0034818,              0.8398,             0.71791,             0.80162,             0.53683,            0.035934,            0.011598,           0.0033605,            0.009241,            0.009241,            0.009241
                  25,            0.033945,            0.013329,            0.003396,             0.82485,             0.71949,             0.78935,             0.52128,            0.036173,            0.011784,           0.0032316,            0.009208,            0.009208,            0.009208
                  26,            0.034181,            0.013297,           0.0034479,             0.80719,             0.72624,              0.7946,             0.49923,            0.035955,             0.01105,           0.0031692,            0.009175,            0.009175,            0.009175
                  27,            0.033415,            0.012888,           0.0034877,             0.83976,             0.74328,              0.8132,             0.52852,            0.034138,            0.011097,           0.0031064,            0.009142,            0.009142,            0.009142
                  28,             0.03445,            0.013451,           0.0032957,             0.83264,             0.72243,             0.79918,             0.48946,            0.035641,            0.011192,           0.0029769,            0.009109,            0.009109,            0.009109
                  29,              0.0331,            0.013465,           0.0032576,             0.84788,             0.71547,             0.79956,             0.54314,            0.034845,            0.011722,           0.0031467,            0.009076,            0.009076,            0.009076
                  30,            0.032944,             0.01308,           0.0031743,             0.85284,             0.73495,             0.80236,             0.53039,            0.036085,             0.01126,           0.0029846,            0.009043,            0.009043,            0.009043
                  31,            0.033078,            0.013328,           0.0031658,             0.82906,             0.73798,             0.80937,             0.52955,            0.034788,            0.010974,           0.0028549,             0.00901,             0.00901,             0.00901
                  32,            0.031746,             0.01257,           0.0031769,             0.82997,             0.72637,             0.79698,             0.52718,            0.034649,            0.011309,           0.0027973,            0.008977,            0.008977,            0.008977
                  33,            0.032454,            0.012821,            0.002989,             0.86272,             0.72813,             0.80541,             0.51816,            0.036173,            0.011624,           0.0028891,            0.008944,            0.008944,            0.008944
                  34,            0.031378,             0.01276,           0.0029874,              0.8452,             0.72565,             0.80066,             0.53152,            0.035735,            0.011502,           0.0027396,            0.008911,            0.008911,            0.008911
                  35,            0.032491,            0.012997,           0.0030527,             0.82634,             0.74229,             0.80534,             0.53019,            0.034803,            0.011241,           0.0027177,            0.008878,            0.008878,            0.008878
                  36,            0.031301,            0.012441,            0.002934,             0.83571,             0.73022,             0.80116,             0.51935,            0.035178,            0.011633,           0.0026894,            0.008845,            0.008845,            0.008845
                  37,            0.030866,            0.012416,           0.0029192,             0.84454,             0.71602,             0.80427,             0.53629,            0.034339,            0.011508,           0.0027231,            0.008812,            0.008812,            0.008812
                  38,            0.031316,            0.012448,           0.0028347,             0.84005,             0.74574,             0.81213,             0.54434,            0.034258,            0.011334,           0.0026524,            0.008779,            0.008779,            0.008779
                  39,            0.030842,            0.012345,           0.0029072,             0.83508,             0.74498,             0.81223,             0.51937,            0.034473,            0.011386,           0.0026602,            0.008746,            0.008746,            0.008746
                  40,            0.031176,            0.012723,            0.002814,             0.86324,             0.72775,             0.80608,             0.55093,            0.033508,            0.011737,           0.0025894,            0.008713,            0.008713,            0.008713
                  41,            0.030215,            0.012424,           0.0027963,             0.85524,             0.74157,             0.81695,             0.55549,            0.033289,             0.01132,           0.0025157,             0.00868,             0.00868,             0.00868
                  42,            0.030636,             0.01265,           0.0026571,             0.81342,             0.74744,             0.80352,             0.52614,            0.034575,            0.011163,           0.0024194,            0.008647,            0.008647,            0.008647
                  43,            0.030141,            0.012084,           0.0027461,              0.8591,             0.73992,             0.81714,             0.54719,            0.033821,            0.011331,           0.0024229,            0.008614,            0.008614,            0.008614
                  44,            0.031086,            0.012062,           0.0027234,             0.84189,             0.71677,             0.79694,             0.54955,            0.034267,            0.011609,           0.0024598,            0.008581,            0.008581,            0.008581
                  45,            0.029924,            0.011915,           0.0026804,             0.84796,             0.73211,             0.80383,             0.52971,               0.034,            0.011698,           0.0025634,            0.008548,            0.008548,            0.008548
                  46,            0.028647,            0.011567,           0.0025697,             0.83819,             0.73041,             0.79904,             0.53776,             0.03293,            0.012069,            0.002458,            0.008515,            0.008515,            0.008515
                  47,            0.029885,            0.012377,           0.0026471,             0.85149,              0.7414,             0.81061,             0.54222,            0.034373,            0.011522,           0.0023668,            0.008482,            0.008482,            0.008482
                  48,            0.029594,            0.012036,           0.0025972,             0.86402,             0.73798,             0.81786,             0.55494,            0.033651,             0.01183,           0.0025381,            0.008449,            0.008449,            0.008449
                  49,            0.029434,             0.01198,           0.0025477,             0.84666,             0.73855,             0.80679,             0.54288,            0.033777,            0.011718,           0.0024257,            0.008416,            0.008416,            0.008416
                  50,            0.029144,            0.011647,           0.0025384,             0.84331,             0.73364,             0.80359,             0.54931,            0.033143,            0.011688,           0.0023497,            0.008383,            0.008383,            0.008383
                  51,             0.02882,            0.012426,           0.0025682,             0.86752,             0.74441,             0.81873,             0.56948,            0.032972,            0.011653,           0.0025102,             0.00835,             0.00835,             0.00835
                  52,            0.028288,            0.011605,           0.0024614,             0.83682,               0.734,             0.80474,             0.54688,            0.032739,            0.011554,           0.0022777,            0.008317,            0.008317,            0.008317
                  53,            0.028228,            0.011978,           0.0024202,             0.85877,             0.73211,              0.8145,              0.5615,            0.033184,            0.011936,           0.0023477,            0.008284,            0.008284,            0.008284
                  54,            0.027926,            0.011731,            0.002399,             0.87069,             0.74575,             0.81985,             0.57587,             0.03239,            0.011653,           0.0023878,            0.008251,            0.008251,            0.008251
                  55,            0.028712,            0.012161,           0.0023658,             0.86015,             0.73361,             0.80898,             0.55573,            0.033015,            0.012103,           0.0023887,            0.008218,            0.008218,            0.008218
                  56,            0.028344,            0.011931,           0.0023692,             0.87047,             0.72794,             0.81079,              0.5631,            0.032965,            0.011984,           0.0020354,            0.008185,            0.008185,            0.008185
                  57,            0.028523,            0.011216,           0.0023415,             0.85725,             0.74698,             0.81197,              0.5356,             0.03343,            0.011503,           0.0022034,            0.008152,            0.008152,            0.008152
                  58,            0.027979,            0.011386,           0.0023151,             0.85502,              0.7436,             0.81897,             0.55838,            0.032737,            0.011628,           0.0021041,            0.008119,            0.008119,            0.008119
                  59,            0.028404,             0.01148,           0.0023145,             0.84301,             0.75128,             0.81518,               0.555,            0.033073,            0.011288,           0.0019709,            0.008086,            0.008086,            0.008086
