               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  48,             0.03381,            0.013669,           0.0056672,             0.83004,             0.65005,             0.74279,             0.47939,             0.04047,            0.013722,           0.0063861,            0.008449,            0.008449,            0.008449
                  49,            0.034022,            0.013875,           0.0050736,             0.81524,             0.68288,             0.74474,             0.49863,             0.03969,            0.013531,           0.0069042,            0.008416,            0.008416,            0.008416
                  50,            0.034784,             0.01434,           0.0050575,             0.85341,             0.66973,             0.75444,             0.48787,            0.041269,            0.013842,           0.0053966,            0.008383,            0.008383,            0.008383
                  51,            0.032962,            0.013537,            0.005102,             0.83371,             0.65486,             0.73938,             0.48842,            0.039858,            0.013898,           0.0082983,             0.00835,             0.00835,             0.00835
                  52,            0.032448,            0.013092,           0.0054896,             0.78686,             0.66239,             0.73092,             0.47083,            0.040135,            0.014119,           0.0097884,            0.008317,            0.008317,            0.008317
                  53,            0.033332,            0.013426,           0.0046731,             0.77556,             0.65482,             0.73215,             0.48789,            0.039623,            0.013686,           0.0074918,            0.008284,            0.008284,            0.008284
                  54,            0.032607,            0.013315,           0.0048323,               0.828,             0.67594,             0.74988,              0.5017,            0.039123,            0.014054,           0.0056838,            0.008251,            0.008251,            0.008251
                  55,            0.032965,            0.013834,           0.0047307,             0.75779,              0.6711,             0.71726,             0.46425,            0.040428,            0.013795,           0.0064983,            0.008218,            0.008218,            0.008218
                  56,             0.03206,            0.013327,           0.0042921,             0.82832,             0.65045,             0.73086,             0.46934,            0.039348,            0.013873,            0.005537,            0.008185,            0.008185,            0.008185
                  57,            0.032152,             0.01303,           0.0047934,             0.77718,             0.67438,             0.74224,             0.49727,            0.038614,            0.014333,           0.0071675,            0.008152,            0.008152,            0.008152
                  58,            0.031785,            0.013133,           0.0047384,             0.76015,             0.65424,             0.72434,             0.46903,            0.039612,            0.014048,             0.00706,            0.008119,            0.008119,            0.008119
                  59,            0.031399,            0.012691,           0.0041145,              0.7186,             0.68249,             0.72689,             0.48285,            0.040434,            0.013836,           0.0080303,            0.008086,            0.008086,            0.008086
                  60,            0.030865,            0.013117,            0.003936,             0.82766,             0.60739,             0.73233,             0.48733,            0.039885,            0.014031,           0.0084004,            0.008053,            0.008053,            0.008053
                  61,            0.031575,            0.013271,           0.0041044,             0.81428,             0.60366,             0.72896,             0.49387,            0.039038,            0.014754,           0.0086727,             0.00802,             0.00802,             0.00802
                  62,             0.03153,            0.012812,            0.004301,              0.8573,              0.6624,             0.76286,             0.51527,            0.039321,            0.014961,           0.0059214,            0.007987,            0.007987,            0.007987
                  63,            0.031339,            0.012832,           0.0043701,             0.77696,             0.69554,             0.74449,             0.50648,              0.0383,            0.014345,           0.0061752,            0.007954,            0.007954,            0.007954
                  64,            0.030279,            0.012977,           0.0044876,             0.73578,             0.65485,             0.70982,             0.46394,            0.037801,            0.013766,           0.0083485,            0.007921,            0.007921,            0.007921
                  65,            0.031111,            0.012388,           0.0042892,             0.76109,             0.72152,             0.76467,             0.52271,            0.038353,            0.013718,           0.0058303,            0.007888,            0.007888,            0.007888
                  66,            0.030662,            0.012293,           0.0046542,             0.77893,             0.68414,             0.75855,             0.50758,            0.037821,            0.013715,           0.0060778,            0.007855,            0.007855,            0.007855
                  67,            0.030845,            0.012595,           0.0046481,             0.73537,             0.64094,              0.7149,             0.48829,            0.039196,            0.013824,           0.0086535,            0.007822,            0.007822,            0.007822
                  68,              0.0317,            0.012642,           0.0040932,             0.79581,             0.64322,             0.71431,             0.47799,            0.039178,             0.01485,           0.0064465,            0.007789,            0.007789,            0.007789
                  69,            0.030492,            0.012601,           0.0041177,             0.78215,              0.6614,             0.72316,             0.48387,            0.039093,            0.013845,           0.0071407,            0.007756,            0.007756,            0.007756
                  70,            0.030322,             0.01331,           0.0039671,             0.83425,              0.6328,             0.73556,             0.49974,            0.038522,            0.014422,           0.0070466,            0.007723,            0.007723,            0.007723
                  71,            0.029367,            0.012306,           0.0038043,              0.8096,             0.66808,             0.74532,             0.49918,            0.038239,            0.013991,           0.0073075,             0.00769,             0.00769,             0.00769
                  72,            0.029816,            0.012701,           0.0042542,             0.81186,             0.61988,             0.72114,             0.49543,            0.037246,            0.013766,           0.0063822,            0.007657,            0.007657,            0.007657
                  73,            0.028817,            0.012305,           0.0045442,              0.8169,             0.67266,             0.73955,             0.51551,            0.037165,            0.013873,           0.0060607,            0.007624,            0.007624,            0.007624
                  74,            0.029733,            0.012631,           0.0043455,              0.8383,             0.68897,             0.77317,              0.5271,            0.038222,            0.014581,           0.0063799,            0.007591,            0.007591,            0.007591
                  75,            0.029285,            0.012311,           0.0040081,             0.79624,             0.66473,             0.74177,             0.49908,            0.037682,            0.014029,           0.0060292,            0.007558,            0.007558,            0.007558
