               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  53,            0.025655,           0.0099216,           0.0030509,             0.81775,             0.69892,             0.78259,              0.5677,            0.033053,            0.012838,           0.0052476,            0.008284,            0.008284,            0.008284
                  54,             0.02641,            0.010251,           0.0033308,              0.7856,             0.71355,             0.79408,             0.57187,            0.033899,             0.01321,           0.0037911,            0.008251,            0.008251,            0.008251
                  55,            0.025573,            0.009999,           0.0027836,             0.82095,             0.73512,             0.81723,             0.59704,             0.03334,            0.012845,           0.0042455,            0.008218,            0.008218,            0.008218
                  56,            0.025365,            0.010118,           0.0028653,             0.82785,             0.71186,             0.79896,             0.57662,             0.03317,            0.013197,            0.004899,            0.008185,            0.008185,            0.008185
                  57,            0.025394,           0.0098705,           0.0028743,             0.82594,             0.73899,             0.81226,             0.59027,            0.033197,            0.013009,           0.0060106,            0.008152,            0.008152,            0.008152
                  58,            0.024759,           0.0097872,            0.002407,             0.81182,              0.7254,             0.79938,             0.58814,            0.032923,            0.013296,           0.0042517,            0.008119,            0.008119,            0.008119
                  59,            0.025195,           0.0098517,           0.0028668,             0.82367,             0.71732,             0.80988,              0.5955,            0.032898,            0.013259,           0.0050797,            0.008086,            0.008086,            0.008086
                  60,             0.02515,           0.0098116,            0.002942,             0.85744,              0.7101,             0.80645,             0.59294,             0.03347,            0.013325,           0.0036742,            0.008053,            0.008053,            0.008053
                  61,            0.025279,           0.0096972,           0.0024571,             0.81556,             0.74214,             0.81819,             0.60467,            0.032607,            0.013203,           0.0034183,             0.00802,             0.00802,             0.00802
                  62,            0.024824,           0.0098117,            0.002758,             0.79618,             0.72849,             0.79194,             0.58098,             0.03332,            0.013407,           0.0044101,            0.007987,            0.007987,            0.007987
                  63,             0.02462,           0.0096956,           0.0025189,             0.79829,             0.73856,             0.80782,             0.59808,             0.03277,            0.013031,           0.0044636,            0.007954,            0.007954,            0.007954
                  64,            0.024466,           0.0096679,           0.0028493,              0.8147,             0.72016,             0.80326,             0.57994,            0.032701,            0.013113,           0.0039551,            0.007921,            0.007921,            0.007921
                  65,            0.024529,           0.0097131,           0.0025795,             0.80573,              0.7208,             0.80013,             0.58283,             0.03312,            0.012937,            0.004476,            0.007888,            0.007888,            0.007888
                  66,            0.024418,           0.0093142,           0.0026256,             0.82362,             0.69697,             0.79848,             0.58635,            0.032702,            0.013509,           0.0059641,            0.007855,            0.007855,            0.007855
                  67,            0.024155,           0.0096174,           0.0025065,             0.80323,              0.7331,             0.79432,             0.58096,            0.032793,            0.013029,           0.0039588,            0.007822,            0.007822,            0.007822
                  68,            0.024305,           0.0095065,           0.0026694,             0.83417,             0.69791,             0.80065,             0.59123,            0.032843,            0.013435,            0.004032,            0.007789,            0.007789,            0.007789
                  69,            0.024212,            0.009225,           0.0022265,             0.80432,             0.75418,             0.81571,             0.59509,            0.032292,            0.013135,            0.004545,            0.007756,            0.007756,            0.007756
                  70,             0.02423,           0.0094987,           0.0026113,             0.82352,             0.71716,             0.80707,             0.58938,            0.032609,            0.013209,           0.0047715,            0.007723,            0.007723,            0.007723
                  71,            0.024333,           0.0095373,           0.0028478,             0.85771,             0.72387,             0.80953,              0.6031,            0.033068,            0.013425,           0.0043093,             0.00769,             0.00769,             0.00769
                  72,            0.024012,           0.0093291,           0.0022969,             0.82491,             0.69574,             0.80101,             0.59453,            0.032769,            0.013155,           0.0059112,            0.007657,            0.007657,            0.007657
                  73,             0.02327,           0.0093642,           0.0023964,             0.79386,             0.70247,             0.78223,              0.5758,            0.032398,            0.013326,           0.0045277,            0.007624,            0.007624,            0.007624
                  74,            0.024215,           0.0093656,           0.0026432,             0.78442,              0.7212,             0.77145,               0.565,            0.033005,            0.013344,           0.0045462,            0.007591,            0.007591,            0.007591
                  75,            0.023647,           0.0093591,           0.0023181,             0.83015,              0.7234,             0.80004,             0.59628,            0.032606,            0.013195,           0.0041044,            0.007558,            0.007558,            0.007558
                  76,            0.023445,           0.0091513,           0.0023848,             0.86543,             0.70209,             0.80772,             0.60365,            0.033219,            0.013782,           0.0041068,            0.007525,            0.007525,            0.007525
