               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12158,             0.03226,             0.10153,           0.0059516,             0.02704,           0.0031386,          0.00097904,             0.11202,            0.021758,            0.095208,              0.0928,              0.0008,              0.0008
                   1,              0.1096,            0.031961,              0.0911,            0.010213,             0.26777,           0.0073808,           0.0023894,            0.095759,            0.021754,            0.077848,            0.084694,           0.0016944,           0.0016944
                   2,            0.096749,            0.033095,            0.078896,            0.013371,             0.70686,            0.052039,            0.019433,            0.086497,            0.020761,             0.06346,            0.076583,           0.0025828,           0.0025828
                   3,            0.088317,            0.031796,            0.065706,             0.19026,             0.29481,             0.11294,            0.042852,            0.080475,            0.018407,            0.048751,            0.068465,           0.0034654,           0.0034654
                   4,            0.081649,             0.02502,            0.050174,             0.27375,              0.4696,             0.18883,            0.068767,            0.079357,            0.015921,            0.046199,            0.060342,           0.0043419,           0.0043419
                   5,            0.075738,             0.02452,            0.038438,             0.15348,             0.38382,             0.11487,            0.036526,             0.07855,            0.015636,            0.036591,            0.052213,           0.0052126,           0.0052126
                   6,             0.07539,            0.025207,            0.031155,             0.17659,             0.21052,             0.13499,             0.04176,            0.077355,             0.01454,            0.031993,            0.044077,           0.0060772,           0.0060772
                   7,            0.077511,            0.023791,             0.02836,             0.17696,             0.25244,             0.11728,            0.036289,            0.083751,            0.013161,            0.026355,            0.035936,            0.006936,            0.006936
                   8,            0.078364,             0.02213,            0.024541,             0.28129,             0.32488,             0.22972,             0.08644,            0.075217,            0.014375,            0.024246,            0.027789,           0.0077888,           0.0077888
                   9,            0.074564,            0.022919,            0.020051,             0.27808,             0.20086,             0.15988,            0.048426,             0.08628,            0.013356,            0.022917,            0.019636,           0.0086357,           0.0086357
                  10,            0.080799,            0.020798,            0.019313,             0.20448,             0.26413,              0.1639,            0.055979,            0.080141,             0.01294,            0.022159,            0.011477,           0.0094766,           0.0094766
                  11,            0.074803,            0.020677,            0.018539,             0.43757,             0.37028,             0.30984,             0.12379,            0.081129,            0.012796,            0.017658,            0.009637,            0.009637,            0.009637
                  12,            0.077333,            0.020167,            0.015873,             0.27406,             0.32152,             0.22793,            0.089568,            0.090115,            0.011329,            0.015709,            0.009637,            0.009637,            0.009637
                  13,            0.076663,            0.018535,            0.015452,             0.39599,             0.34089,             0.32197,             0.15171,            0.076105,            0.011541,            0.015463,            0.009604,            0.009604,            0.009604
                  14,            0.066966,            0.019907,            0.013927,             0.31776,             0.31359,             0.23002,            0.085957,            0.072609,             0.01225,            0.014213,            0.009571,            0.009571,            0.009571
                  15,            0.069482,            0.018146,            0.015488,              0.4236,             0.34587,             0.33155,             0.13723,            0.070268,             0.01266,            0.018272,            0.009538,            0.009538,            0.009538
                  16,            0.063375,            0.019306,            0.014507,             0.37284,              0.4109,             0.30406,             0.11848,            0.059474,            0.013426,            0.021355,            0.009505,            0.009505,            0.009505
                  17,            0.059492,            0.018322,            0.012544,             0.41359,             0.44205,             0.36182,             0.16009,            0.060447,            0.014995,            0.018494,            0.009472,            0.009472,            0.009472
                  18,            0.060877,            0.019758,            0.012256,             0.46888,             0.42053,             0.39014,             0.20089,            0.062043,            0.016978,            0.021632,            0.009439,            0.009439,            0.009439
                  19,            0.059692,            0.019069,            0.012433,             0.41954,              0.4406,             0.38737,             0.18597,            0.059086,            0.016044,            0.016346,            0.009406,            0.009406,            0.009406
                  20,            0.059454,            0.017883,            0.011868,             0.43333,               0.444,             0.40196,             0.21692,            0.060425,            0.014988,            0.017805,            0.009373,            0.009373,            0.009373
                  21,            0.057723,            0.019236,            0.010722,             0.23473,             0.42349,             0.23794,             0.12107,            0.069574,            0.015807,            0.019998,             0.00934,             0.00934,             0.00934
                  22,            0.055938,             0.01674,            0.010685,             0.27325,             0.43474,             0.27643,             0.12557,            0.062653,            0.013302,            0.026681,            0.009307,            0.009307,            0.009307
                  23,            0.054207,            0.015872,             0.01031,             0.33859,             0.47375,             0.28864,             0.12775,            0.057027,            0.013182,            0.025292,            0.009274,            0.009274,            0.009274
                  24,            0.058823,            0.016858,           0.0098699,             0.49535,              0.5067,             0.47891,             0.23692,            0.055584,            0.012222,             0.01433,            0.009241,            0.009241,            0.009241
                  25,            0.056551,             0.01755,           0.0094604,             0.57713,             0.46573,             0.49164,             0.24613,            0.058503,            0.013398,            0.013492,            0.009208,            0.009208,            0.009208
                  26,             0.05625,             0.01696,           0.0093802,              0.4932,             0.48534,             0.46714,             0.19689,              0.0618,            0.012585,             0.01549,            0.009175,            0.009175,            0.009175
                  27,            0.053654,            0.017864,           0.0091555,             0.48482,             0.46692,             0.44225,             0.19541,            0.058939,            0.012294,            0.015772,            0.009142,            0.009142,            0.009142
                  28,            0.056619,            0.018226,           0.0084497,             0.56074,              0.5414,             0.53382,             0.26503,            0.054933,            0.012429,             0.01299,            0.009109,            0.009109,            0.009109
                  29,            0.052992,            0.016581,           0.0082398,              0.5341,             0.59571,             0.55127,             0.26829,            0.051291,            0.012531,            0.012457,            0.009076,            0.009076,            0.009076
                  30,            0.049753,            0.017065,            0.008991,             0.47621,             0.53823,             0.46706,             0.24206,            0.054082,            0.012542,            0.012068,            0.009043,            0.009043,            0.009043
                  31,            0.049338,            0.017084,           0.0087875,             0.43621,             0.53144,             0.42025,             0.20404,            0.053952,            0.012406,            0.011817,             0.00901,             0.00901,             0.00901
                  32,            0.050019,            0.016033,           0.0099371,             0.51068,             0.55116,              0.4977,             0.24725,            0.052194,            0.011991,            0.011259,            0.008977,            0.008977,            0.008977
                  33,            0.050571,            0.016743,            0.010199,             0.55149,              0.5612,             0.53691,              0.3081,            0.050276,            0.012406,            0.017129,            0.008944,            0.008944,            0.008944
                  34,            0.047938,            0.016083,           0.0080161,             0.58234,              0.5646,             0.55441,             0.26639,            0.055517,            0.012772,            0.018286,            0.008911,            0.008911,            0.008911
                  35,            0.049198,            0.014588,            0.008635,             0.55419,             0.51059,             0.48685,             0.26054,            0.050528,            0.013541,            0.027026,            0.008878,            0.008878,            0.008878
                  36,            0.045149,            0.015149,           0.0090073,             0.48302,             0.42449,             0.37542,              0.2007,            0.051933,            0.014301,            0.036552,            0.008845,            0.008845,            0.008845
                  37,            0.046178,            0.015677,           0.0096922,             0.52308,             0.46314,             0.47393,             0.25948,            0.052003,            0.013319,            0.028173,            0.008812,            0.008812,            0.008812
                  38,            0.045822,            0.015845,           0.0074993,             0.45585,             0.48406,             0.46271,             0.26162,            0.052364,            0.012861,             0.02289,            0.008779,            0.008779,            0.008779
                  39,            0.045607,            0.013675,           0.0095839,             0.50393,             0.46424,             0.46643,             0.27522,            0.049658,            0.012506,            0.019241,            0.008746,            0.008746,            0.008746
                  40,            0.046808,             0.01592,           0.0080826,              0.4685,             0.48099,             0.42438,             0.22197,            0.050392,            0.012594,            0.020867,            0.008713,            0.008713,            0.008713
                  41,            0.046547,            0.014635,           0.0072688,             0.56457,             0.49696,             0.49318,              0.2507,            0.048209,            0.012596,            0.020689,             0.00868,             0.00868,             0.00868
                  42,            0.044694,            0.014319,           0.0077285,             0.56978,               0.512,             0.54982,             0.32197,            0.048704,             0.01305,            0.019123,            0.008647,            0.008647,            0.008647
                  43,            0.046142,            0.014337,           0.0075327,             0.54179,             0.53787,             0.53241,             0.25908,            0.053488,            0.012837,            0.017441,            0.008614,            0.008614,            0.008614
                  44,            0.046319,            0.012638,           0.0087485,             0.61053,             0.56708,             0.58159,             0.33015,            0.050136,            0.013131,             0.01983,            0.008581,            0.008581,            0.008581
                  45,            0.044534,            0.013547,           0.0082707,             0.58532,             0.54593,             0.54505,             0.26956,            0.050319,            0.012973,            0.019063,            0.008548,            0.008548,            0.008548
                  46,            0.045543,            0.014607,           0.0069806,             0.52977,             0.51575,             0.49749,             0.23334,            0.049973,            0.012715,             0.01838,            0.008515,            0.008515,            0.008515
                  47,            0.045968,            0.014157,           0.0072674,             0.58966,             0.55878,             0.53085,             0.30079,            0.046477,            0.013021,             0.01809,            0.008482,            0.008482,            0.008482
                  48,            0.042203,            0.016191,            0.006709,             0.63545,             0.58696,             0.59059,             0.32911,            0.045539,            0.012469,            0.014145,            0.008449,            0.008449,            0.008449
                  49,            0.043268,             0.01377,           0.0069432,             0.68614,             0.58057,             0.61718,               0.354,            0.045784,            0.012556,            0.014329,            0.008416,            0.008416,            0.008416
                  50,            0.040942,            0.013151,           0.0071231,             0.56981,             0.54325,             0.56165,             0.29973,            0.048863,            0.012878,            0.015227,            0.008383,            0.008383,            0.008383
                  51,            0.046315,            0.014368,           0.0078635,             0.68187,             0.52257,              0.6138,             0.32864,            0.047289,            0.013442,            0.016723,             0.00835,             0.00835,             0.00835
                  52,             0.04289,            0.013263,           0.0066364,             0.66033,             0.52779,             0.60194,             0.30674,            0.047031,            0.013367,            0.017006,            0.008317,            0.008317,            0.008317
                  53,            0.042193,            0.013982,           0.0070061,             0.67212,             0.57583,             0.62116,             0.31899,            0.046436,            0.012875,            0.014209,            0.008284,            0.008284,            0.008284
                  54,             0.04136,            0.013201,           0.0068752,             0.68489,             0.59377,             0.63354,             0.34769,            0.047504,            0.012329,             0.01082,            0.008251,            0.008251,            0.008251
                  55,            0.039647,             0.01307,           0.0064879,             0.63692,             0.62563,             0.63379,             0.37056,            0.047137,            0.012357,           0.0099144,            0.008218,            0.008218,            0.008218
                  56,            0.041288,              0.0129,           0.0061953,             0.69696,             0.62568,             0.66139,             0.35989,            0.047234,            0.012058,            0.010569,            0.008185,            0.008185,            0.008185
                  57,             0.03973,            0.013811,           0.0071824,             0.72462,             0.64057,             0.68342,             0.40856,            0.043848,            0.012027,           0.0099495,            0.008152,            0.008152,            0.008152
                  58,            0.043055,            0.012854,           0.0064591,             0.68103,             0.60822,             0.63442,             0.33307,            0.047794,            0.011969,            0.010778,            0.008119,            0.008119,            0.008119
                  59,            0.043752,            0.013289,           0.0062994,             0.64441,             0.58003,             0.61927,             0.36623,            0.044952,            0.012444,            0.015065,            0.008086,            0.008086,            0.008086
                  60,            0.041284,            0.013767,           0.0072839,             0.56694,             0.55714,             0.54768,             0.30705,            0.049145,            0.012651,            0.013268,            0.008053,            0.008053,            0.008053
